LocusTag	GeneID	Symbol	Description
YPR018W	856129	RLF2	Largest subunit (p90) of the Chromatin Assembly Complex (CAF-1) with Cac2p and Msi1p that assembles newly synthesized histones onto recently replicated DNA; involved in the maintenance of transcriptionally silent chromatin
YPR019W	856130	MCM4	Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt the DNA prior to replication; accumulates in the nucleus in G1; homolog of S. pombe Cdc21p
YPR020W	856131	ATP20	Atp20p
YPR021C	856132	AGC1	Agc1p
YPR022C	856133	YPR022C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS
YPR023C	856134	EAF3	Eaf3p
YPR024W	856135	YME1	Subunit, with Mgr1p, of the mitochondrial inner membrane i-AAA protease complex, which is responsible for degradation of unfolded or misfolded mitochondrial gene products; mutation causes an elevated rate of mitochondrial turnover
YPR025C	856136	CCL1	Ccl1p
YPR026W	856137	ATH1	Acid trehalase required for utilization of extracellular trehalose
YPR027C	856138	YPR027C	Putative protein of unknown function
TF(GAA)P2	856139	TF(GAA)P2	tRNA
YPR028W	856140	YOP1	Membrane protein that interacts with Yip1p to mediate membrane traffic; overexpression results in cell death and accumulation of internal cell membranes; regulates vesicular traffic in stressed cells
YPR029C	856141	APL4	Apl4p
YPR030W	856142	CSR2	Csr2p
YPR031W	856143	NTO1	Nto1p
YPR032W	856144	SRO7	Putative effector of Rab GTPase Sec4p, forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; homolog of Sro77p and Drosophila lgl tumor suppressor
YPR033C	856145	HTS1	Cytoplasmic and mitochondrial histidine tRNA synthetase; encoded by a single nuclear gene that specifies two messages; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence
YPR034W	856146	ARP7	Arp7p
YPR035W	856147	GLN1	Gln1p
YPR036W	856148	VMA13	Subunit H of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase
YPR036W-A	856149	YPR036W-A	Protein of unknown function; transcription is regulated by Pdr1p
YPR037C	856152	ERV2	Erv2p
YPR040W	856153	TIP41	Protein that interacts physically and genetically with Tap42p, which regulates protein phosphatase 2A; component of the TOR (target of rapamycin) signaling pathway
YPR041W	856154	TIF5	Tif5p
YPR042C	856155	PUF2	Member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding membrane-associated proteins
YPR043W	856156	RPL43A	Protein component of the large (60S) ribosomal subunit, identical to Rpl43Bp and has similarity to rat L37a ribosomal protein; null mutation confers a dominant lethal phenotype
YPR045C	856158	MNI2	Deletion mutant is synthetically lethal with MEN mutants
YPR046W	856159	MCM16	Mcm16p
YPR047W	856160	MSF1	Mitochondrial phenylalanyl-tRNA synthetase alpha subunit, active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer; similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase
YPR048W	856161	TAH18	Protein with a potential role in DNA replication; displays synthetic lethal genetic interaction with the pol3-13 allele of POL3, which encodes DNA polymerase delta
YPR049C	856162	ATG11	Atg11p
YPR051W	856163	MAK3	Catalytic subunit of N-terminal acetyltransferase of the NatC type; required for replication of dsRNA virus
YPR052C	856165	NHP6A	High-mobility group non-histone chromatin protein, functionally redundant with Nhp6Bp; homologous to mammalian high mobility group proteins 1 and 2; acts to recruit transcription factor Rcs1p to certain promoters
YPR054W	856167	SMK1	Middle sporulation-specific mitogen-activated protein kinase (MAPK) required for production of the outer spore wall layers; negatively regulates activity of the glucan synthase subunit Gsc2p
YPR055W	856168	SEC8	Essential 121kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which has the essential function of mediating polarized targeting of secretory vesicles to active sites of exocytosis
YPR056W	856169	TFB4	Subunit of TFIIH complex, involved in transcription initiation, similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p
YPR057W	856170	BRR1	Brr1p
YPR058W	856171	YMC1	Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc2p
YPR060C	856173	ARO7	Aro7p
YPR061C	856174	JID1	Jid1p
YPR062W	856175	FCY1	Cytosine deaminase, zinc metalloenzyme that catalyzes the hydrolytic deamination of cytosine to uracil; of biomedical interest because it also catalyzes the deamination of 5-fluorocytosine (5FC) to form anticancer drug 5-fluorouracil (5FU)
YPR063C	856176	YPR063C	ER-localized protein of unknown function
YPR065W	856178	ROX1	Heme-dependent repressor of hypoxic genes; contains an HMG domain that is responsible for DNA bending activity
YPR066W	856179	UBA3	Protein that acts together with Ula1p to activate Rub1p before its conjugation to proteins (neddylation), which may play a role in protein degradation; GFP-fusion protein localizes to the cytoplasm in a punctate pattern
YPR067W	856180	ISA2	Isa2p
YPR068C	856181	HOS1	Hos1p
YPR069C	856182	SPE3	Spermidine synthase, involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells
YPR070W	856183	MED1	Med1p
YPR071W	856184	YPR071W	Putative membrane protein; YPR071W is not an essential gene
TS(UGA)P	856185	SUP16	tRNA
YPR072W	856186	NOT5	Not5p
YPR073C	856187	LTP1	Ltp1p
YPR074C	856188	TKL1	Tkl1p
YPR075C	856191	OPY2	Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway; interacts with Ste50p; overproduction blocks cell cycle arrest in the presence of mating pheromone
YPR078C	856193	YPR078C	Putative protein of unknown function; possible role in DNA metabolism and/or in genome stability; expression is heat-inducible
YPR079W	856194	MRL1	Membrane protein with similarity to mammalian mannose-6-phosphate receptors, possibly functions as a sorting receptor in the delivery of vacuolar hydrolases
YPR080W	856195	TEF1	Tef1p
YPR081C	856196	GRS2	Grs2p
YPR082C	856197	DIB1	17-kDa component of the U4/U6aU5 tri-snRNP, plays an essential role in pre-mRNA splicing, orthologue of hDIM1, the human U5-specific 15-kDa protein
YPR083W	856198	MDM36	Mdm36p
YPR084W	856199	YPR084W	Putative protein of unknown function
YPR085C	856200	YPR085C	Putative protein of unknown function; YPR085C is an essential gene
YPR086W	856201	SUA7	Sua7p
YPR088C	856203	SRP54	Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor; contains GTPase domain
YPR089W	856204	YPR089W	Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p
YPR091C	856207	YPR091C	Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YPR091C is not an essential gene
YPR093C	856208	ASR1	Asr1p
YPR094W	856209	RDS3	Rds3p
YPR095C	856210	SYT1	Guanine nucleotide exchange factor (GEF) for Arf proteins; involved in vesicular transport; suppressor of ypt3 mutations; member of the Sec7-domain family
YPR096C	856211	YPR096C	Protein of unknown function that may interact with ribosomes, based on co-purification experiments
YPR097W	856212	YPR097W	Protein that contains a Phox homology (PX) domain and binds phosphoinositides; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YPR098C	856213	YPR098C	Protein of unknown function, localized to the mitochondrial outer membrane
YPR100W	856214	MRPL51	Mitochondrial ribosomal protein of the large subunit
YPR101W	856216	SNT309	Component of NineTeen complex (NTC) containing Prp19p involved in mRNA splicing, interacts physically and genetically with Prp19p
YPR102C	856217	RPL11A	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of proteins and RNA of the 60S subunit; has similarity to E. coli L5 and rat L11
YPR103W	856218	PRE2	20S proteasome beta-type subunit, responsible for the chymotryptic activity of the proteasome
YPR104C	856219	FHL1	Fhl1p
YPR105C	856220	COG4	Cog4p
YPR106W	856221	ISR1	Isr1p
YPR107C	856222	YTH1	Essential RNA-binding component of cleavage and polyadenylation factor, contains five zinc fingers; required for pre-mRNA 3'-end processing and polyadenylation
YPR108W	856223	RPN7	Essential, non-ATPase regulatory subunit of the 26S proteasome, similar to another S. cerevisiae regulatory subunit, Rpn5p, as well as to mammalian proteasome subunits
TT(UGU)P	856224	TT(UGU)P	tRNA
YPR109W	856225	YPR109W	Predicted membrane protein; dipoid deletion strain has high budding index
YPR110C	856226	RPC40	RNA polymerase subunit, common to RNA polymerase I and III
YPR111W	856227	DBF20	Dbf20p
YPR112C	856228	MRD1	Essential conserved protein that associates with 35S precursor rRNA and is required for its initial processing at the A(0)-A(2) cleavage sites, shows partial nucleolar localization, contains five consensus RNA-binding domains
YPR113W	856229	PIS1	Phosphatidylinositol synthase, required for biosynthesis of phosphatidylinositol, which is a precursor for polyphosphoinositides, sphingolipids, and glycolipid anchors for some of the plasma membrane proteins
YPR114W	856230	YPR114W	Putative protein of unknown function
YPR115W	856231	YPR115W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YPR116W	856232	YPR116W	Putative protein of unknown function
YPR117W	856233	YPR117W	Putative protein of unknown function
YPR118W	856234	MRI1	Methylthioribose-1-phosphate isomerase, catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway
TK(UUU)P	856235	TK(UUU)P	tRNA
YPR119W	856236	CLB2	B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome
YPR120C	856237	CLB5	B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1 phase
TC(GCA)P2	856238	TC(GCA)P2	tRNA
YPR121W	856239	THI22	Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis
YPR122W	856240	AXL1	Axl1p
YPR124W	856241	CTR1	Ctr1p
YPR125W	856243	YLH47	Mitochondrial inner membrane protein exposed to the mitochondrial matrix, associates with mitochondrial ribosomes, NOT required for respiratory growth; homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome
YPR127W	856245	YPR127W	Putative protein of unknown function; expression is activated by transcription factor YRM1/YOR172W; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus
YPR128C	856246	ANT1	Ant1p
YPR129W	856247	SCD6	Protein containing an Lsm domain, may bind RNA and have a role in RNA processing; overproduction suppresses a null mutation in CHC1, which encodes the heavy chain of clathrin
YPR131C	856249	NAT3	Catalytic subunit of the NatB N-terminal acetyltransferase, which catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met
YPR132W	856250	RPS23B	Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit, required for translational accuracy; nearly identical to Rps23Ap and similar to E. coli S12 and rat S23 ribosomal proteins; deletion of both RPS23A and RPS23B is lethal
YPR133C	856251	SPN1	Protein that interacts with Spt6p and copurifies with Spt5p and RNA polymerase II, probable transcriptional elongation factor; metazoan homologs contain an acidic N terminus; mutations in the gene confer an Spt- phenotype
YPR133W-A	856252	TOM5	Small mitochondrial outer membrane protein crucial to a binding relay for the import of proteins into mitochondria; subunit on the outer mouth of the TOM channel that accepts precursors from the receptors Tom20p and Tom22p
YPR134W	856253	MSS18	Mss18p
YPR135W	856254	CTF4	Chromatin-associated protein, required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion
YPR137W	856255	RRP9	Protein involved in pre-rRNA processing, associated with U3 snRNP; component of small ribosomal subunit (SSU) processosome; ortholog of the human U3-55k protein
YPR137C-B	856257	YPR137C-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes
YPR137C-A	856258	YPR137C-A	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
TN(GUU)P	856259	TN(GUU)P	tRNA
YPR138C	856260	MEP3	Ammonium permease of high capacity and low affinity; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation ammonia permease
YPR139C	856261	VPS66	Cytoplasmic protein of unknown function involved in vacuolar protein sorting.
